ì˙ït,åé,âŒ,êÖ,ñÿ,ã‡,ìy,ì˙,èjì˙,èjì˙ÇÃñºëO,ãxì˙,îNññîNén
20170913,0,0,1,0,0,0,0,0,0,0,0
20170912,0,1,0,0,0,0,0,0,0,0,0
20170911,1,0,0,0,0,0,0,0,0,0,0
20170910,0,0,0,0,0,0,1,0,0,1,0
20170909,0,0,0,0,0,1,0,0,0,1,0
20170908,0,0,0,0,1,0,0,0,0,0,0
20170907,0,0,0,1,0,0,0,0,0,0,0
20170906,0,0,1,0,0,0,0,0,0,0,0
20170905,0,1,0,0,0,0,0,0,0,0,0
20170904,1,0,0,0,0,0,0,0,0,0,0
20170903,0,0,0,0,0,0,1,0,0,1,0
20170902,0,0,0,0,0,1,0,0,0,1,0
20170901,0,0,0,0,1,0,0,0,0,0,0
20170831,0,0,0,1,0,0,0,0,0,0,0
20170830,0,0,1,0,0,0,0,0,0,0,0
20170829,0,1,0,0,0,0,0,0,0,0,0
20170828,1,0,0,0,0,0,0,0,0,0,0
20170827,0,0,0,0,0,0,1,0,0,1,0
20170826,0,0,0,0,0,1,0,0,0,1,0
20170825,0,0,0,0,1,0,0,0,0,0,0
20170824,0,0,0,1,0,0,0,0,0,0,0
20170823,0,0,1,0,0,0,0,0,0,0,0
20170822,0,1,0,0,0,0,0,0,0,0,0
20170821,1,0,0,0,0,0,0,0,0,0,0
20170820,0,0,0,0,0,0,1,0,0,1,0
20170819,0,0,0,0,0,1,0,0,0,1,0
20170818,0,0,0,0,1,0,0,0,0,0,0
20170817,0,0,0,1,0,0,0,0,0,0,0
20170816,0,0,1,0,0,0,0,0,0,0,0
20170815,0,1,0,0,0,0,0,0,0,0,0
20170814,1,0,0,0,0,0,0,0,0,0,0
20170813,0,0,0,0,0,0,1,0,0,1,0
20170812,0,0,0,0,0,1,0,0,0,1,0
20170811,0,0,0,0,1,0,0,1,éRÇÃì˙,1,0
20170810,0,0,0,1,0,0,0,0,0,0,0
20170809,0,0,1,0,0,0,0,0,0,0,0
20170808,0,1,0,0,0,0,0,0,0,0,0
20170807,1,0,0,0,0,0,0,0,0,0,0
20170806,0,0,0,0,0,0,1,0,0,1,0
20170805,0,0,0,0,0,1,0,0,0,1,0
20170804,0,0,0,0,1,0,0,0,0,0,0
20170803,0,0,0,1,0,0,0,0,0,0,0
20170802,0,0,1,0,0,0,0,0,0,0,0
20170801,0,1,0,0,0,0,0,0,0,0,0
20170731,1,0,0,0,0,0,0,0,0,0,0
20170730,0,0,0,0,0,0,1,0,0,1,0
20170729,0,0,0,0,0,1,0,0,0,1,0
20170728,0,0,0,0,1,0,0,0,0,0,0
20170727,0,0,0,1,0,0,0,0,0,0,0
20170726,0,0,1,0,0,0,0,0,0,0,0
20170725,0,1,0,0,0,0,0,0,0,0,0
20170724,1,0,0,0,0,0,0,0,0,0,0
20170723,0,0,0,0,0,0,1,0,0,1,0
20170722,0,0,0,0,0,1,0,0,0,1,0
20170721,0,0,0,0,1,0,0,0,0,0,0
20170720,0,0,0,1,0,0,0,0,0,0,0
20170719,0,0,1,0,0,0,0,0,0,0,0
20170718,0,1,0,0,0,0,0,0,0,0,0
20170717,1,0,0,0,0,0,0,1,äCÇÃì˙,1,0
20170716,0,0,0,0,0,0,1,0,0,1,0
20170715,0,0,0,0,0,1,0,0,0,1,0
20170714,0,0,0,0,1,0,0,0,0,0,0
20170713,0,0,0,1,0,0,0,0,0,0,0
20170712,0,0,1,0,0,0,0,0,0,0,0
20170711,0,1,0,0,0,0,0,0,0,0,0
20170710,1,0,0,0,0,0,0,0,0,0,0
20170709,0,0,0,0,0,0,1,0,0,1,0
20170708,0,0,0,0,0,1,0,0,0,1,0
20170707,0,0,0,0,1,0,0,0,0,0,0
20170706,0,0,0,1,0,0,0,0,0,0,0
20170705,0,0,1,0,0,0,0,0,0,0,0
20170704,0,1,0,0,0,0,0,0,0,0,0
20170703,1,0,0,0,0,0,0,0,0,0,0
20170702,0,0,0,0,0,0,1,0,0,1,0
20170701,0,0,0,0,0,1,0,0,0,1,0
20170630,0,0,0,0,1,0,0,0,0,0,0
20170629,0,0,0,1,0,0,0,0,0,0,0
20170628,0,0,1,0,0,0,0,0,0,0,0
20170627,0,1,0,0,0,0,0,0,0,0,0
20170626,1,0,0,0,0,0,0,0,0,0,0
20170625,0,0,0,0,0,0,1,0,0,1,0
20170624,0,0,0,0,0,1,0,0,0,1,0
20170623,0,0,0,0,1,0,0,0,0,0,0
20170622,0,0,0,1,0,0,0,0,0,0,0
20170621,0,0,1,0,0,0,0,0,0,0,0
20170620,0,1,0,0,0,0,0,0,0,0,0
20170619,1,0,0,0,0,0,0,0,0,0,0
20170618,0,0,0,0,0,0,1,0,0,1,0
20170617,0,0,0,0,0,1,0,0,0,1,0
20170616,0,0,0,0,1,0,0,0,0,0,0
20170615,0,0,0,1,0,0,0,0,0,0,0
20170614,0,0,1,0,0,0,0,0,0,0,0
20170613,0,1,0,0,0,0,0,0,0,0,0
20170612,1,0,0,0,0,0,0,0,0,0,0
20170611,0,0,0,0,0,0,1,0,0,1,0
20170610,0,0,0,0,0,1,0,0,0,1,0
20170609,0,0,0,0,1,0,0,0,0,0,0
20170608,0,0,0,1,0,0,0,0,0,0,0
20170607,0,0,1,0,0,0,0,0,0,0,0
20170606,0,1,0,0,0,0,0,0,0,0,0
20170605,1,0,0,0,0,0,0,0,0,0,0
20170604,0,0,0,0,0,0,1,0,0,1,0
20170603,0,0,0,0,0,1,0,0,0,1,0
20170602,0,0,0,0,1,0,0,0,0,0,0
20170601,0,0,0,1,0,0,0,0,0,0,0
20170531,0,0,1,0,0,0,0,0,0,0,0
20170530,0,1,0,0,0,0,0,0,0,0,0
20170529,1,0,0,0,0,0,0,0,0,0,0
20170528,0,0,0,0,0,0,1,0,0,1,0
20170527,0,0,0,0,0,1,0,0,0,1,0
20170526,0,0,0,0,1,0,0,0,0,0,0
20170525,0,0,0,1,0,0,0,0,0,0,0
20170524,0,0,1,0,0,0,0,0,0,0,0
20170523,0,1,0,0,0,0,0,0,0,0,0
20170522,1,0,0,0,0,0,0,0,0,0,0
20170521,0,0,0,0,0,0,1,0,0,1,0
20170520,0,0,0,0,0,1,0,0,0,1,0
20170519,0,0,0,0,1,0,0,0,0,0,0
20170518,0,0,0,1,0,0,0,0,0,0,0
20170517,0,0,1,0,0,0,0,0,0,0,0
20170516,0,1,0,0,0,0,0,0,0,0,0
20170515,1,0,0,0,0,0,0,0,0,0,0
20170514,0,0,0,0,0,0,1,0,0,1,0
20170513,0,0,0,0,0,1,0,0,0,1,0
20170512,0,0,0,0,1,0,0,0,0,0,0
20170511,0,0,0,1,0,0,0,0,0,0,0
20170510,0,0,1,0,0,0,0,0,0,0,0
20170509,0,1,0,0,0,0,0,0,0,0,0
20170508,1,0,0,0,0,0,0,0,0,0,0
20170507,0,0,0,0,0,0,1,0,0,1,0
20170506,0,0,0,0,0,1,0,0,0,1,0
20170505,0,0,0,0,1,0,0,1,Ç±Ç«Ç‡ÇÃì˙,1,0
20170504,0,0,0,1,0,0,0,1,Ç›Ç«ÇËÇÃì˙,1,0
20170503,0,0,1,0,0,0,0,1,åõñ@ãLîOì˙,1,0
20170502,0,1,0,0,0,0,0,0,0,0,0
20170501,1,0,0,0,0,0,0,0,0,0,0
20170430,0,0,0,0,0,0,1,0,0,1,0
20170429,0,0,0,0,0,1,0,1,è∫òaÇÃì˙,1,0
20170428,0,0,0,0,1,0,0,0,0,0,0
20170427,0,0,0,1,0,0,0,0,0,0,0
20170426,0,0,1,0,0,0,0,0,0,0,0
20170425,0,1,0,0,0,0,0,0,0,0,0
20170424,1,0,0,0,0,0,0,0,0,0,0
20170423,0,0,0,0,0,0,1,0,0,1,0
20170422,0,0,0,0,0,1,0,0,0,1,0
20170421,0,0,0,0,1,0,0,0,0,0,0
20170420,0,0,0,1,0,0,0,0,0,0,0
20170419,0,0,1,0,0,0,0,0,0,0,0
20170418,0,1,0,0,0,0,0,0,0,0,0
20170417,1,0,0,0,0,0,0,0,0,0,0
20170416,0,0,0,0,0,0,1,0,0,1,0
20170415,0,0,0,0,0,1,0,0,0,1,0
20170414,0,0,0,0,1,0,0,0,0,0,0
20170413,0,0,0,1,0,0,0,0,0,0,0
20170412,0,0,1,0,0,0,0,0,0,0,0
20170411,0,1,0,0,0,0,0,0,0,0,0
20170410,1,0,0,0,0,0,0,0,0,0,0
20170409,0,0,0,0,0,0,1,0,0,1,0
20170408,0,0,0,0,0,1,0,0,0,1,0
20170407,0,0,0,0,1,0,0,0,0,0,0
20170406,0,0,0,1,0,0,0,0,0,0,0
20170405,0,0,1,0,0,0,0,0,0,0,0
20170404,0,1,0,0,0,0,0,0,0,0,0
20170403,1,0,0,0,0,0,0,0,0,0,0
20170402,0,0,0,0,0,0,1,0,0,1,0
20170401,0,0,0,0,0,1,0,0,0,1,0
20170331,0,0,0,0,1,0,0,0,0,0,0
20170330,0,0,0,1,0,0,0,0,0,0,0
20170329,0,0,1,0,0,0,0,0,0,0,0
20170328,0,1,0,0,0,0,0,0,0,0,0
20170327,1,0,0,0,0,0,0,0,0,0,0
20170326,0,0,0,0,0,0,1,0,0,1,0
20170325,0,0,0,0,0,1,0,0,0,1,0
20170324,0,0,0,0,1,0,0,0,0,0,0
20170323,0,0,0,1,0,0,0,0,0,0,0
20170322,0,0,1,0,0,0,0,0,0,0,0
20170321,0,1,0,0,0,0,0,0,0,0,0
20170320,1,0,0,0,0,0,0,1,ètï™ÇÃì˙,1,0
20170319,0,0,0,0,0,0,1,0,0,1,0
20170318,0,0,0,0,0,1,0,0,0,1,0
20170317,0,0,0,0,1,0,0,0,0,0,0
20170316,0,0,0,1,0,0,0,0,0,0,0
20170315,0,0,1,0,0,0,0,0,0,0,0
20170314,0,1,0,0,0,0,0,0,0,0,0
20170313,1,0,0,0,0,0,0,0,0,0,0
20170312,0,0,0,0,0,0,1,0,0,1,0
20170311,0,0,0,0,0,1,0,0,0,1,0
20170310,0,0,0,0,1,0,0,0,0,0,0
20170309,0,0,0,1,0,0,0,0,0,0,0
20170308,0,0,1,0,0,0,0,0,0,0,0
20170307,0,1,0,0,0,0,0,0,0,0,0
20170306,1,0,0,0,0,0,0,0,0,0,0
20170305,0,0,0,0,0,0,1,0,0,1,0
20170304,0,0,0,0,0,1,0,0,0,1,0
20170303,0,0,0,0,1,0,0,0,0,0,0
20170302,0,0,0,1,0,0,0,0,0,0,0
20170301,0,0,1,0,0,0,0,0,0,0,0
20170228,0,1,0,0,0,0,0,0,0,0,0
20170227,1,0,0,0,0,0,0,0,0,0,0
20170226,0,0,0,0,0,0,1,0,0,1,0
20170225,0,0,0,0,0,1,0,0,0,1,0
20170224,0,0,0,0,1,0,0,0,0,0,0
20170223,0,0,0,1,0,0,0,0,0,0,0
20170222,0,0,1,0,0,0,0,0,0,0,0
20170221,0,1,0,0,0,0,0,0,0,0,0
20170220,1,0,0,0,0,0,0,0,0,0,0
20170219,0,0,0,0,0,0,1,0,0,1,0
20170218,0,0,0,0,0,1,0,0,0,1,0
20170217,0,0,0,0,1,0,0,0,0,0,0
20170216,0,0,0,1,0,0,0,0,0,0,0
20170215,0,0,1,0,0,0,0,0,0,0,0
20170214,0,1,0,0,0,0,0,0,0,0,0
20170213,1,0,0,0,0,0,0,0,0,0,0
20170212,0,0,0,0,0,0,1,0,0,1,0
20170211,0,0,0,0,0,1,0,1,åöçëãLîOÇÃì˙,1,0
20170210,0,0,0,0,1,0,0,0,0,0,0
20170209,0,0,0,1,0,0,0,0,0,0,0
20170208,0,0,1,0,0,0,0,0,0,0,0
20170207,0,1,0,0,0,0,0,0,0,0,0
20170206,1,0,0,0,0,0,0,0,0,0,0
20170205,0,0,0,0,0,0,1,0,0,1,0
20170204,0,0,0,0,0,1,0,0,0,1,0
20170203,0,0,0,0,1,0,0,0,0,0,0
20170202,0,0,0,1,0,0,0,0,0,0,0
20170201,0,0,1,0,0,0,0,0,0,0,0
20170131,0,1,0,0,0,0,0,0,0,0,0
20170130,1,0,0,0,0,0,0,0,0,0,0
20170129,0,0,0,0,0,0,1,0,0,1,0
20170128,0,0,0,0,0,1,0,0,0,1,0
20170127,0,0,0,0,1,0,0,0,0,0,0
20170126,0,0,0,1,0,0,0,0,0,0,0
20170125,0,0,1,0,0,0,0,0,0,0,0
20170124,0,1,0,0,0,0,0,0,0,0,0
20170123,1,0,0,0,0,0,0,0,0,0,0
20170122,0,0,0,0,0,0,1,0,0,1,0
20170121,0,0,0,0,0,1,0,0,0,1,0
20170120,0,0,0,0,1,0,0,0,0,0,0
20170119,0,0,0,1,0,0,0,0,0,0,0
20170118,0,0,1,0,0,0,0,0,0,0,0
20170117,0,1,0,0,0,0,0,0,0,0,0
20170116,1,0,0,0,0,0,0,0,0,0,0
20170115,0,0,0,0,0,0,1,0,0,1,0
20170114,0,0,0,0,0,1,0,0,0,1,0
20170113,0,0,0,0,1,0,0,0,0,0,0
20170112,0,0,0,1,0,0,0,0,0,0,0
20170111,0,0,1,0,0,0,0,0,0,0,0
20170110,0,1,0,0,0,0,0,0,0,0,0
20170109,1,0,0,0,0,0,0,1,ê¨êlÇÃì˙,1,0
20170108,0,0,0,0,0,0,1,0,0,1,0
20170107,0,0,0,0,0,1,0,0,0,1,0
20170106,0,0,0,0,1,0,0,0,0,0,0
20170105,0,0,0,1,0,0,0,0,0,0,0
20170104,0,0,1,0,0,0,0,0,0,0,0
20170103,0,1,0,0,0,0,0,0,0,1,1
20170102,1,0,0,0,0,0,0,1,êUë÷ãxì˙,1,1
20170101,0,0,0,0,0,0,1,1,å≥ì˙,1,1
20161231,0,0,0,0,0,1,0,0,0,1,1
20161230,0,0,0,0,1,0,0,0,0,0,0
20161229,0,0,0,1,0,0,0,0,0,0,0
20161228,0,0,1,0,0,0,0,0,0,0,0
20161227,0,1,0,0,0,0,0,0,0,0,0
20161226,1,0,0,0,0,0,0,0,0,0,0
20161225,0,0,0,0,0,0,1,0,0,1,0
20161224,0,0,0,0,0,1,0,0,0,1,0
20161223,0,0,0,0,1,0,0,1,ìVçcíaê∂ì˙,1,0
20161222,0,0,0,1,0,0,0,0,0,0,0
20161221,0,0,1,0,0,0,0,0,0,0,0
20161220,0,1,0,0,0,0,0,0,0,0,0
20161219,1,0,0,0,0,0,0,0,0,0,0
20161218,0,0,0,0,0,0,1,0,0,1,0
20161217,0,0,0,0,0,1,0,0,0,1,0
20161216,0,0,0,0,1,0,0,0,0,0,0
20161215,0,0,0,1,0,0,0,0,0,0,0
20161214,0,0,1,0,0,0,0,0,0,0,0
20161213,0,1,0,0,0,0,0,0,0,0,0
20161212,1,0,0,0,0,0,0,0,0,0,0
20161211,0,0,0,0,0,0,1,0,0,1,0
20161210,0,0,0,0,0,1,0,0,0,1,0
20161209,0,0,0,0,1,0,0,0,0,0,0
20161208,0,0,0,1,0,0,0,0,0,0,0
20161207,0,0,1,0,0,0,0,0,0,0,0
20161206,0,1,0,0,0,0,0,0,0,0,0
20161205,1,0,0,0,0,0,0,0,0,0,0
20161204,0,0,0,0,0,0,1,0,0,1,0
20161203,0,0,0,0,0,1,0,0,0,1,0
20161202,0,0,0,0,1,0,0,0,0,0,0
20161201,0,0,0,1,0,0,0,0,0,0,0
20161130,0,0,1,0,0,0,0,0,0,0,0
20161129,0,1,0,0,0,0,0,0,0,0,0
20161128,1,0,0,0,0,0,0,0,0,0,0
20161127,0,0,0,0,0,0,1,0,0,1,0
20161126,0,0,0,0,0,1,0,0,0,1,0
20161125,0,0,0,0,1,0,0,0,0,0,0
20161124,0,0,0,1,0,0,0,0,0,0,0
20161123,0,0,1,0,0,0,0,1,ãŒòJä¥é”ÇÃì˙,1,0
20161122,0,1,0,0,0,0,0,0,0,0,0
20161121,1,0,0,0,0,0,0,0,0,0,0
20161120,0,0,0,0,0,0,1,0,0,1,0
20161119,0,0,0,0,0,1,0,0,0,1,0
20161118,0,0,0,0,1,0,0,0,0,0,0
20161117,0,0,0,1,0,0,0,0,0,0,0
20161116,0,0,1,0,0,0,0,0,0,0,0
20161115,0,1,0,0,0,0,0,0,0,0,0
20161114,1,0,0,0,0,0,0,0,0,0,0
20161113,0,0,0,0,0,0,1,0,0,1,0
20161112,0,0,0,0,0,1,0,0,0,1,0
20161111,0,0,0,0,1,0,0,0,0,0,0
20161110,0,0,0,1,0,0,0,0,0,0,0
20161109,0,0,1,0,0,0,0,0,0,0,0
20161108,0,1,0,0,0,0,0,0,0,0,0
20161107,1,0,0,0,0,0,0,0,0,0,0
20161106,0,0,0,0,0,0,1,0,0,1,0
20161105,0,0,0,0,0,1,0,0,0,1,0
20161104,0,0,0,0,1,0,0,0,0,0,0
20161103,0,0,0,1,0,0,0,1,ï∂âªÇÃì˙,1,0
20161102,0,0,1,0,0,0,0,0,0,0,0
20161101,0,1,0,0,0,0,0,0,0,0,0
20161031,1,0,0,0,0,0,0,0,0,0,0
20161030,0,0,0,0,0,0,1,0,0,1,0
20161029,0,0,0,0,0,1,0,0,0,1,0
20161028,0,0,0,0,1,0,0,0,0,0,0
20161027,0,0,0,1,0,0,0,0,0,0,0
20161026,0,0,1,0,0,0,0,0,0,0,0
20161025,0,1,0,0,0,0,0,0,0,0,0
20161024,1,0,0,0,0,0,0,0,0,0,0
20161023,0,0,0,0,0,0,1,0,0,1,0
20161022,0,0,0,0,0,1,0,0,0,1,0
20161021,0,0,0,0,1,0,0,0,0,0,0
20161020,0,0,0,1,0,0,0,0,0,0,0
20161019,0,0,1,0,0,0,0,0,0,0,0
20161018,0,1,0,0,0,0,0,0,0,0,0
20161017,1,0,0,0,0,0,0,0,0,0,0
20161016,0,0,0,0,0,0,1,0,0,1,0
20161015,0,0,0,0,0,1,0,0,0,1,0
20161014,0,0,0,0,1,0,0,0,0,0,0
20161013,0,0,0,1,0,0,0,0,0,0,0
20161012,0,0,1,0,0,0,0,0,0,0,0
20161011,0,1,0,0,0,0,0,0,0,0,0
20161010,1,0,0,0,0,0,0,1,ëÃàÁÇÃì˙,1,0
20161009,0,0,0,0,0,0,1,0,0,1,0
20161008,0,0,0,0,0,1,0,0,0,1,0
20161007,0,0,0,0,1,0,0,0,0,0,0
20161006,0,0,0,1,0,0,0,0,0,0,0
20161005,0,0,1,0,0,0,0,0,0,0,0
20161004,0,1,0,0,0,0,0,0,0,0,0
20161003,1,0,0,0,0,0,0,0,0,0,0
20161002,0,0,0,0,0,0,1,0,0,1,0
20161001,0,0,0,0,0,1,0,0,0,1,0
20160930,0,0,0,0,1,0,0,0,0,0,0
20160929,0,0,0,1,0,0,0,0,0,0,0
20160928,0,0,1,0,0,0,0,0,0,0,0
20160927,0,1,0,0,0,0,0,0,0,0,0
20160926,1,0,0,0,0,0,0,0,0,0,0
20160925,0,0,0,0,0,0,1,0,0,1,0
20160924,0,0,0,0,0,1,0,0,0,1,0
20160923,0,0,0,0,1,0,0,0,0,0,0
20160922,0,0,0,1,0,0,0,1,èHï™ÇÃì˙,1,0
20160921,0,0,1,0,0,0,0,0,0,0,0
20160920,0,1,0,0,0,0,0,0,0,0,0
20160919,1,0,0,0,0,0,0,1,åhòVÇÃì˙,1,0
20160918,0,0,0,0,0,0,1,0,0,1,0
20160917,0,0,0,0,0,1,0,0,0,1,0
20160916,0,0,0,0,1,0,0,0,0,0,0
20160915,0,0,0,1,0,0,0,0,0,0,0
20160914,0,0,1,0,0,0,0,0,0,0,0
20160913,0,1,0,0,0,0,0,0,0,0,0
20160912,1,0,0,0,0,0,0,0,0,0,0
20160911,0,0,0,0,0,0,1,0,0,1,0
20160910,0,0,0,0,0,1,0,0,0,1,0
20160909,0,0,0,0,1,0,0,0,0,0,0
20160908,0,0,0,1,0,0,0,0,0,0,0
20160907,0,0,1,0,0,0,0,0,0,0,0
20160906,0,1,0,0,0,0,0,0,0,0,0
20160905,1,0,0,0,0,0,0,0,0,0,0
20160904,0,0,0,0,0,0,1,0,0,1,0
20160903,0,0,0,0,0,1,0,0,0,1,0
20160902,0,0,0,0,1,0,0,0,0,0,0
20160901,0,0,0,1,0,0,0,0,0,0,0
20160831,0,0,1,0,0,0,0,0,0,0,0
20160830,0,1,0,0,0,0,0,0,0,0,0
20160829,1,0,0,0,0,0,0,0,0,0,0
20160828,0,0,0,0,0,0,1,0,0,1,0
20160827,0,0,0,0,0,1,0,0,0,1,0
20160826,0,0,0,0,1,0,0,0,0,0,0
20160825,0,0,0,1,0,0,0,0,0,0,0
20160824,0,0,1,0,0,0,0,0,0,0,0
20160823,0,1,0,0,0,0,0,0,0,0,0
20160822,1,0,0,0,0,0,0,0,0,0,0
20160821,0,0,0,0,0,0,1,0,0,1,0
20160820,0,0,0,0,0,1,0,0,0,1,0
20160819,0,0,0,0,1,0,0,0,0,0,0
20160818,0,0,0,1,0,0,0,0,0,0,0
20160817,0,0,1,0,0,0,0,0,0,0,0
20160816,0,1,0,0,0,0,0,0,0,0,0
20160815,1,0,0,0,0,0,0,0,0,0,0
20160814,0,0,0,0,0,0,1,0,0,1,0
20160813,0,0,0,0,0,1,0,0,0,1,0
20160812,0,0,0,0,1,0,0,0,0,0,0
20160811,0,0,0,1,0,0,0,1,éRÇÃì˙,1,0
20160810,0,0,1,0,0,0,0,0,0,0,0
20160809,0,1,0,0,0,0,0,0,0,0,0
20160808,1,0,0,0,0,0,0,0,0,0,0
20160807,0,0,0,0,0,0,1,0,0,1,0
20160806,0,0,0,0,0,1,0,0,0,1,0
20160805,0,0,0,0,1,0,0,0,0,0,0
20160804,0,0,0,1,0,0,0,0,0,0,0
20160803,0,0,1,0,0,0,0,0,0,0,0
20160802,0,1,0,0,0,0,0,0,0,0,0
20160801,1,0,0,0,0,0,0,0,0,0,0
20160731,0,0,0,0,0,0,1,0,0,1,0
20160730,0,0,0,0,0,1,0,0,0,1,0
20160729,0,0,0,0,1,0,0,0,0,0,0
20160728,0,0,0,1,0,0,0,0,0,0,0
20160727,0,0,1,0,0,0,0,0,0,0,0
20160726,0,1,0,0,0,0,0,0,0,0,0
20160725,1,0,0,0,0,0,0,0,0,0,0
20160724,0,0,0,0,0,0,1,0,0,1,0
20160723,0,0,0,0,0,1,0,0,0,1,0
20160722,0,0,0,0,1,0,0,0,0,0,0
20160721,0,0,0,1,0,0,0,0,0,0,0
20160720,0,0,1,0,0,0,0,0,0,0,0
20160719,0,1,0,0,0,0,0,0,0,0,0
20160718,1,0,0,0,0,0,0,1,äCÇÃì˙,1,0
20160717,0,0,0,0,0,0,1,0,0,1,0
20160716,0,0,0,0,0,1,0,0,0,1,0
20160715,0,0,0,0,1,0,0,0,0,0,0
20160714,0,0,0,1,0,0,0,0,0,0,0
20160713,0,0,1,0,0,0,0,0,0,0,0
20160712,0,1,0,0,0,0,0,0,0,0,0
20160711,1,0,0,0,0,0,0,0,0,0,0
20160710,0,0,0,0,0,0,1,0,0,1,0
20160709,0,0,0,0,0,1,0,0,0,1,0
20160708,0,0,0,0,1,0,0,0,0,0,0
20160707,0,0,0,1,0,0,0,0,0,0,0
20160706,0,0,1,0,0,0,0,0,0,0,0
20160705,0,1,0,0,0,0,0,0,0,0,0
20160704,1,0,0,0,0,0,0,0,0,0,0
20160703,0,0,0,0,0,0,1,0,0,1,0
20160702,0,0,0,0,0,1,0,0,0,1,0
20160701,0,0,0,0,1,0,0,0,0,0,0
20160630,0,0,0,1,0,0,0,0,0,0,0
20160629,0,0,1,0,0,0,0,0,0,0,0
20160628,0,1,0,0,0,0,0,0,0,0,0
20160627,1,0,0,0,0,0,0,0,0,0,0
20160626,0,0,0,0,0,0,1,0,0,1,0
20160625,0,0,0,0,0,1,0,0,0,1,0
20160624,0,0,0,0,1,0,0,0,0,0,0
20160623,0,0,0,1,0,0,0,0,0,0,0
20160622,0,0,1,0,0,0,0,0,0,0,0
20160621,0,1,0,0,0,0,0,0,0,0,0
20160620,1,0,0,0,0,0,0,0,0,0,0
20160619,0,0,0,0,0,0,1,0,0,1,0
20160618,0,0,0,0,0,1,0,0,0,1,0
20160617,0,0,0,0,1,0,0,0,0,0,0
20160616,0,0,0,1,0,0,0,0,0,0,0
20160615,0,0,1,0,0,0,0,0,0,0,0
20160614,0,1,0,0,0,0,0,0,0,0,0
20160613,1,0,0,0,0,0,0,0,0,0,0
20160612,0,0,0,0,0,0,1,0,0,1,0
20160611,0,0,0,0,0,1,0,0,0,1,0
20160610,0,0,0,0,1,0,0,0,0,0,0
20160609,0,0,0,1,0,0,0,0,0,0,0
20160608,0,0,1,0,0,0,0,0,0,0,0
20160607,0,1,0,0,0,0,0,0,0,0,0
20160606,1,0,0,0,0,0,0,0,0,0,0
20160605,0,0,0,0,0,0,1,0,0,1,0
20160604,0,0,0,0,0,1,0,0,0,1,0
20160603,0,0,0,0,1,0,0,0,0,0,0
20160602,0,0,0,1,0,0,0,0,0,0,0
20160601,0,0,1,0,0,0,0,0,0,0,0
20160531,0,1,0,0,0,0,0,0,0,0,0
20160530,1,0,0,0,0,0,0,0,0,0,0
20160529,0,0,0,0,0,0,1,0,0,1,0
20160528,0,0,0,0,0,1,0,0,0,1,0
20160527,0,0,0,0,1,0,0,0,0,0,0
20160526,0,0,0,1,0,0,0,0,0,0,0
20160525,0,0,1,0,0,0,0,0,0,0,0
20160524,0,1,0,0,0,0,0,0,0,0,0
20160523,1,0,0,0,0,0,0,0,0,0,0
20160522,0,0,0,0,0,0,1,0,0,1,0
20160521,0,0,0,0,0,1,0,0,0,1,0
20160520,0,0,0,0,1,0,0,0,0,0,0
20160519,0,0,0,1,0,0,0,0,0,0,0
20160518,0,0,1,0,0,0,0,0,0,0,0
20160517,0,1,0,0,0,0,0,0,0,0,0
20160516,1,0,0,0,0,0,0,0,0,0,0
20160515,0,0,0,0,0,0,1,0,0,1,0
20160514,0,0,0,0,0,1,0,0,0,1,0
20160513,0,0,0,0,1,0,0,0,0,0,0
20160512,0,0,0,1,0,0,0,0,0,0,0
20160511,0,0,1,0,0,0,0,0,0,0,0
20160510,0,1,0,0,0,0,0,0,0,0,0
20160509,1,0,0,0,0,0,0,0,0,0,0
20160508,0,0,0,0,0,0,1,0,0,1,0
20160507,0,0,0,0,0,1,0,0,0,1,0
20160506,0,0,0,0,1,0,0,0,0,0,0
20160505,0,0,0,1,0,0,0,1,Ç±Ç«Ç‡ÇÃì˙,1,0
20160504,0,0,1,0,0,0,0,1,Ç›Ç«ÇËÇÃì˙,1,0
20160503,0,1,0,0,0,0,0,1,åõñ@ãLîOì˙,1,0
20160502,1,0,0,0,0,0,0,0,0,0,0
20160501,0,0,0,0,0,0,1,0,0,1,0
20160430,0,0,0,0,0,1,0,0,0,1,0
20160429,0,0,0,0,1,0,0,1,è∫òaÇÃì˙,1,0
20160428,0,0,0,1,0,0,0,0,0,0,0
20160427,0,0,1,0,0,0,0,0,0,0,0
20160426,0,1,0,0,0,0,0,0,0,0,0
20160425,1,0,0,0,0,0,0,0,0,0,0
20160424,0,0,0,0,0,0,1,0,0,1,0
20160423,0,0,0,0,0,1,0,0,0,1,0
20160422,0,0,0,0,1,0,0,0,0,0,0
20160421,0,0,0,1,0,0,0,0,0,0,0
20160420,0,0,1,0,0,0,0,0,0,0,0
20160419,0,1,0,0,0,0,0,0,0,0,0
20160418,1,0,0,0,0,0,0,0,0,0,0
20160417,0,0,0,0,0,0,1,0,0,1,0
20160416,0,0,0,0,0,1,0,0,0,1,0
20160415,0,0,0,0,1,0,0,0,0,0,0
20160414,0,0,0,1,0,0,0,0,0,0,0
20160413,0,0,1,0,0,0,0,0,0,0,0
20160412,0,1,0,0,0,0,0,0,0,0,0
20160411,1,0,0,0,0,0,0,0,0,0,0
20160410,0,0,0,0,0,0,1,0,0,1,0
20160409,0,0,0,0,0,1,0,0,0,1,0
20160408,0,0,0,0,1,0,0,0,0,0,0
